snack_id	name	image	flavor	type_id
106	레이즈 클래식칩 425.2g	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/10/07/14/6/eda45403-05c6-4c13-8f10-ad640949c2f6.jpg	짭짤한맛	감자과자
107	오리온 무뚝뚝감자칩 통후추 소금맛	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/641030105022844-3de23ec2-b9d3-4629-9109-043763d2a4e3.jpg	짭짤한맛	감자과자
108	해태제과 자가비 짭짤한맛 스낵 파우치	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2508/766d2e95e6d6e7161962be232569917652f79df2db27fd5822eed0fd6745.jpg	짭짤한맛	감자과자
109	아미카 엘도라다 오리지널 러플 감자칩	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/15028366715235883-6bc92c45-0bb0-4ad5-80ba-909729fa6ba3.jpg	짭짤한맛	감자과자
110	헌터푸드 헌터스고메 수제감자칩 블랙트러플앤파마산	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c915/9aaa7d3f0179f8636a6c3f81791a274b25b37c6dea2424c27afa24dc4aad.png	짭짤한맛	감자과자
111	농심 포스틱 과자	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/676446668400856-73c3536f-3ec1-47ff-9e36-22a3e1f1447f.jpg	짭짤한맛	감자과자
112	해태제과 자가비 짭짤한맛 스낵 파우치	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9105068642143124-4e31b04a-57bf-4f67-a78d-1b5c723e7c2f.jpg	짭짤한맛	감자과자
113	스윙칩 볶음고추장맛	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/07/23/12/6/516b08c3-4fa3-4057-93e4-d8674ecf7b44.jpg	짭짤한맛	감자과자
114	가루비 감자칩 크리스프 콘소메 펀치 115g 12개 일본과자 일본간식 주전부리 혼술안주	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4bd3/d4f9b40581bcb712156b63798f180b71c28cdd14f94d20a6caa28c00a290.jpg	짭짤한맛	감자과자
115	일본 가루비 포테이토팜 자가포쿠루 감자칩 18g 6봉지	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/847d/bfd91c75abe4d916e2aefe32d94797154a7f4d630929dad914ee589ed002.jpg	짭짤한맛	감자과자
116	농심 감자깡	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/584b/c9ebf826c0365e3598962187bc4b7df508c3b55120b421c64145ce376a0c.jpg	짭짤한맛	감자과자
117	프링글스 구운 김맛	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3933285843113860-16d2e4e0-31d6-452a-a941-18a13adf602c.jpg	짭짤한맛	감자과자
118	일본 가루비 포테이토팜 자가포쿠루 감자칩 18g 10봉지	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7fa8/cbc85394dc74aae1082b1372a8a62db2423bbf448ab25986ec983298ef97.jpg	짭짤한맛	감자과자
119	해태제과 자가비 짭짤한맛 스낵 파우치	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2508/766d2e95e6d6e7161962be232569917652f79df2db27fd5822eed0fd6745.jpg	짭짤한맛	감자과자
120	일본 가루비 포테이토팜 다시마 감자칩 15g 6봉지	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/810f/72d0dedb956c862a4fa849ba7a18d421ee3ae35b3ffb1e24da760b06255a.jpg	짭짤한맛	감자과자
121	빙그레 99칼로리칩 오리지널	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2011973966455552-48e00aa0-6e89-4eb9-93f5-c6757e3cefee.jpg	고소한맛	감자과자
122	빙그레 99칼로리칩 버터솔트	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2899549267745405-3cee7b94-fecb-4659-b6b4-75bf4d76125b.png	고소한맛	감자과자
123	농심 포스틱 지퍼 과자 대	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6748321870554815-d292e647-65be-497a-8302-646535f1585b.jpg	고소한맛	감자과자
124	달곰삼삼 글루텐프리 맥주안주 아이간식 감자스틱 국내산 고소한 감자맛 과자 대용량 140g	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ef94/9b002ad965b78a6caede1386f929b57a035a19d98229098db8410f91bf5d.jpg	고소한맛	감자과자
125	빙그레 99칼로리칩 오리지널	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/11/18/1/5dd60688-e761-45ff-85f5-3b19fa8e51eb.jpg	고소한맛	감자과자
126	보닐라 아 라 비스타 감자칩	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4257/b3ae74d95f2d5230722812bf2a2821f3d29f5d88b573d7027b3edc2188a6.jpg	고소한맛	감자과자
127	빙그레 99칼로리칩 버터솔트	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/11/18/4/24524ddd-75f9-4c19-ae97-957ae178c298.jpg	고소한맛	감자과자
128	빙그레 99칼로리칩 오리지널	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/11/18/1/5dd60688-e761-45ff-85f5-3b19fa8e51eb.jpg	고소한맛	감자과자
129	보닐라아라비스타 감자칩	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c333/17232f0f3fdd5283dc01fc43a43f6e5404e27e80198dcbf07b30065c49df.jpg	고소한맛	감자과자
130	[쿠팡수입] 포테이토 크리스프 스낵 스위트콘맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1935305178521897-59ad4ed0-d40b-44a4-a61a-230aeae8f1ce.jpg	고소한맛	감자과자
131	[쿠팡수입] 포테이토 크리스프 스낵 스위트콘맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1935305178521897-59ad4ed0-d40b-44a4-a61a-230aeae8f1ce.jpg	고소한맛	감자과자
132	해피무 버터향 비스킷	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/07/16/15/3/be2dc59a-3c9a-4930-958c-4c50b9cadd30.jpg	고소한맛	감자과자
133	프링글스 버터 카라멜	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2748/98df479fd58fc678c132df2a59ddd28b46390821a1af49c704b1bb8546b0.jpg	고소한맛	감자과자
134	오리온 포카칩 오리지날	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d4af/515e48e64e071447337e8bc55b36e20f88f75b40432c0792577193e174d3.png	고소한맛	감자과자
135	해태제과 구운감자	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6f86/19d4e8cf3b8c7a5bd8c5d99413aec71b8e88e182892515be09a4c17ab1e7.jpg	고소한맛	감자과자
136	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf82/1cae79dfa62a633e7cb366413b49a68b6d02806976bd9935d3de6cf33dff.JPG	고소한맛	감자과자
137	곡물그대로 21곡 500g	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b120/0564f0d584b925a8190fe3f9e83a876c3a46011f3bdb0038c8962d1043fb.jpg	고소한맛	감자과자
138	프링글스 버터카라멜	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8354/29371deccec8bb626870140f93b9ad9920ba06b12b22ccf26f0986f8348d.jpg	고소한맛	감자과자
139	농심 포스틱(지퍼대)270gX8개입(1박스)	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c9aa/0d2e36c261b0bd36562627cb2d9851fe6223c8badbd34a32504a337614be.jpg	고소한맛	감자과자
140	신콩칩 휴게소 돼지감자과자 카사바칩 스낵 건강과자 3봉지 세트	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1b2f/bc8abdc984fb6871dbd6612d7bd27deca42ee0d0951e1e544cd46eb2919a.jpeg	고소한맛	감자과자
141	해태제과 구운감자	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6613/9bbf210552e3487087aad7bffabcbe970710c0ab89e223636f14019fd485.png	고소한맛	감자과자
142	오리온 예감 8팩 대용량 감자과자	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1eb1/bbe58bfeeac7b8da168664fc737cf65d216472bf6abb09ab632f7ee7283c.jpg	고소한맛	감자과자
143	빙그레 99칼로리칩 버터솔트	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/03ffe7e0-cdc8-45c0-8ff0-4ba623f0d7cf1793097746792973177.png	고소한맛	감자과자
144	[두레에프엔이] /강원도 강냉이160g/국내산강냉이/옥수수/간식/뻥튀기/친환경/유기농설탕함류/	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/00ec/ff372be7c6747b0c1be1efdad4c6ddc29a07ac2e768a8ced5f8dfad19ed6.jpg	고소한맛	감자과자
145	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/581a/3aeb1c6789722371131caf3873bbbaa5c61a81b9c299658db6ad9c838401.png	고소한맛	감자과자
146	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2017/02/15/3012793384/c6806d5f-4e33-4f44-a918-c7c2ac494bad.jpg	고소한맛	감자과자
147	해태제과 구운감자	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9529/96eafc0bb21af71dcd7b97b361e96ec0f36e0e3e59beda233e8741f4a3fe.jpg	고소한맛	감자과자
148	해태제과 구운 감자 슬림 스낵 12p	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2017/09/01/15/6/fd9862e0-e52f-483f-b1da-ccee3119495c.jpg	고소한맛	감자과자
149	카사바칩 오리지널 120g 3봉지	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1003/12410fa81d8085bcf91e14d8b47aa1cf35635d8525b44078585929d2a379.jpg	고소한맛	감자과자
150	해태제과 구운감자	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6f86/19d4e8cf3b8c7a5bd8c5d99413aec71b8e88e182892515be09a4c17ab1e7.jpg	고소한맛	감자과자
151	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf82/1cae79dfa62a633e7cb366413b49a68b6d02806976bd9935d3de6cf33dff.JPG	고소한맛	감자과자
152	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf82/1cae79dfa62a633e7cb366413b49a68b6d02806976bd9935d3de6cf33dff.JPG	고소한맛	감자과자
153	해태제과 구운감자	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c735/69e7eff79838ecedd25e1540c36390358af878eb8df827e0a98ef41e772a.JPG	고소한맛	감자과자
154	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf82/1cae79dfa62a633e7cb366413b49a68b6d02806976bd9935d3de6cf33dff.JPG	고소한맛	감자과자
155	해태제과 구운감자	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/470b/d20ecaa26ed69e08d49f1139c77daab845d857caefde14b938a201cebb8f.png	고소한맛	감자과자
156	해태제과 구운감자	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf82/1cae79dfa62a633e7cb366413b49a68b6d02806976bd9935d3de6cf33dff.JPG	고소한맛	감자과자
157	해태제과 구운감자	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/727d/a66bfab1aca6468d81ad4fe78db8f5ebf65cab5db54d87f0d372ca9e4095.PNG	고소한맛	감자과자
158	해태제과 구운감자	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/470b/d20ecaa26ed69e08d49f1139c77daab845d857caefde14b938a201cebb8f.png	고소한맛	감자과자
159	해태제과 구운감자	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/182c/0ce3b666b1ee8a0182ac832a7fb206b0e09817250cb50f2affa407a85fab.jpg	고소한맛	감자과자
160	해태제과 구운감자	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6923/853b36e3ac5b968fe17aa5af188828376fde5f1d64aa8fc241e40e39dc57.png	고소한맛	감자과자
161	해태제과 구운감자	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/470b/d20ecaa26ed69e08d49f1139c77daab845d857caefde14b938a201cebb8f.png	고소한맛	감자과자
162	해태제과 구운감자	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6923/853b36e3ac5b968fe17aa5af188828376fde5f1d64aa8fc241e40e39dc57.png	고소한맛	감자과자
163	해태제과 구운감자	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9f6b/d7e704d5b4a497578ae2f978c210824f1338493a1531c8d02b68bed33c57.PNG	고소한맛	감자과자
164	해태제과 구운감자	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9529/96eafc0bb21af71dcd7b97b361e96ec0f36e0e3e59beda233e8741f4a3fe.jpg	고소한맛	감자과자
165	해태제과 구운감자	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a531/5b74cbac1da437e5a774cf8ec4f06f212cd9ca9eb0d67a7249205d35f749.JPG	고소한맛	감자과자
166	해태제과 구운감자	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9952/13bf99763352192c15aaf53fafdd1e7593595bb96632dbf8f32bee1e5148.jpg	고소한맛	감자과자
167	해태제과 구운감자	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9952/13bf99763352192c15aaf53fafdd1e7593595bb96632dbf8f32bee1e5148.jpg	고소한맛	감자과자
168	오리온 포카칩 오리지날 38g x 4개 (4번들)	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8033/c87799a857f01b4a8fb25c9bb6419aa0feafc51223091166d857aa8631d4.jpg	고소한맛	감자과자
169	해태제과 구운감자 슬림	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/01/12/17/4/613c0051-2683-4257-ab80-e59f00b62b15.jpg	고소한맛	감자과자
170	오감자 오리온 그라탕 지퍼백 감자스낵	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/0asugpuv/d15ff293fc874bdd9448db2f309ee3c3.jpg	고소한맛	감자과자
171	오리온 포카칩 오리지날	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2890004919436911-d6aa002f-0954-452a-84c0-37e1a80b3c7b.jpg	고소한맛	감자과자
172	빙그레 99칼로리칩 버터솔트	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/11/18/4/24524ddd-75f9-4c19-ae97-957ae178c298.jpg	고소한맛	감자과자
173	빙그레 99칼로리칩 오리지널	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2011973966455552-48e00aa0-6e89-4eb9-93f5-c6757e3cefee.jpg	고소한맛	감자과자
174	해태 빠삭한 치즈감자	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b73f/ac2a033b0f44db5993f4c2958fdaf7376649c5b896b461f3b4ba0d106d02.jpg	고소한맛	감자과자
175	해태제과 구운감자	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cd18/07cef3d833b4964ce3aa7df0c15caf1d975dc4d97be2c3f01464a612a344.jpg	고소한맛	감자과자
176	레알 감자 스낵 23g x 16입 밀가루 무첨가 리얼 포테이토	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e069/85cbf8365c551eb67e17459fd4fd3bd42bfe4f8cea923b45d7a36099aad1.jpg	고소한맛	감자과자
177	순 감자 고소한 감자맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/03/24/10/2/f21476d9-d8ff-421c-9c13-93b57d3896a0.jpg	고소한맛	감자과자
178	HJ 쌀팝 500g	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2c87/f3858e24bd9e7440534e475cddafa85d82bbba0e06fb8f7ce52e37c57a2b.jpg	고소한맛	감자과자
179	순감자 고소한 감자맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/wan9nnqk/0c6c518b02c945618416100bb0785dd5.png	고소한맛	감자과자
180	미라클세일 포테이토 크리스프	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/61c8/79829f296e7acb79f201c61f2baf05283f73f52c95edd201a2e580e91e42.jpg	고소한맛	감자과자
181	스윙칩 볶음고추장맛	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7813541724182668-da7d4fa1-6f25-46b5-89ba-b69bc741bdee.jpg	매콤한맛	감자과자
182	켈로그 프링글스 매운맛	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2449374467688190-52a44e5a-c5f6-4a83-9231-4ff8a2d6e01d.jpg	매콤한맛	감자과자
183	프링글스 스파이시 할라피뇨파퍼맛	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/xjt0upfu/33478dd30ee5456581e6f2e23859f4f4.jpg	매콤한맛	감자과자
184	스윙칩 볶음고추장맛	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e7a5/3241d947e859e430b53c11c9d4b92e7b119c800cc0029112f553476f9732.jpeg	매콤한맛	감자과자
185	오리온 스윙칩 볶음고추장맛	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/11/16/3077889280/b6de5457-f268-4b94-8dfc-b00bd328c15d.jpg	매콤한맛	감자과자
186	[미국직배송]레이스 케틀 쿡 할라피뇨 감자칩 대용량 382.7g Lay's Kettle Cooked Potato Chips Jalapeno Party	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec61/36825f9855e976238338db70a4232f7ab8d19281caafc6e7da80b94002f6.jpg	매콤한맛	감자과자
187	제주농연 감자알칩 매콤한 볶음 고추장맛	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/36ae/2ba1834d09eafed0dbc22461f7d1b821c9da37a97aad287b1cb474a900a6.jpg	매콤한맛	감자과자
188	본아미 감자칩 매운맛	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5c75/f02085f04245c8787007bd549ba7ae8e0939fd001da4b4fae69469933ff3.jpg	매콤한맛	감자과자
189	오리온 감자톡 매콤달콤맛	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3692/a285d0d402924e12cd98e62a79d9298052c8472250777e78076c4d66f5fe.jpg	매콤한맛	감자과자
190	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec63/d2a7c65ad68c550bf8f81ef369da9fef3d4f363791e76061bc7c7bd33d56.png	매콤한맛	감자과자
191	스윙칩 핫 볶음고추장맛	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0be0/b2bc27d7f5eb4b1c1e33ed5f3178ce617509d9109f54e185dd1484f7ff4d.jpeg	매콤한맛	감자과자
192	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/135f/d184ffecfe1fec0025928e7c98cd1f92c50d6a1ec63a28eb81d3e8152c4b.jpg	매콤한맛	감자과자
193	오리온 돌아온 썬 오리지널 273g 대용량 지퍼백	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/33cf/d12d051f142653f1e6f17775dd8b46a634b72438bae89a1b04957af1ee85.jpg	매콤한맛	감자과자
194	스윙칩 핫 볶음고추장맛	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2016/03/10/5/6/d20f9c35-4c7f-43c3-b5c5-0477f8d90437.jpg	매콤한맛	감자과자
195	오리온 스윙칩 볶음고추장맛	https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2018/11/16/3077889280/b6de5457-f268-4b94-8dfc-b00bd328c15d.jpg	매콤한맛	감자과자
196	스윙칩 핫 볶음고추장맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0a6e/c11b2c8d256ddf7874adde7cf5726e7fd37d8ed63ffb4e65d118e0aad240.jpg	매콤한맛	감자과자
197	프링글스 스파이시 갈릭새우맛	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a0f9/93d465ea52bbf97595b0d770053824adb33a6b5a20b53aee216dca23fc6b.jpg	매콤한맛	감자과자
198	오리온 돌아온 썬 오리지널 273g 대용량 지퍼백	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e022/7edc46a96e6d84faeddcf825a3b83d93ae4182df09485ba90e375df33b1d.jpg	매콤한맛	감자과자
199	스윙칩 핫 볶음고추장맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5eb2/81924b6f9e459cda7c067ecddbd9e7cd1ef7455187e283b6eb4df6d16f28.png	매콤한맛	감자과자
200	스윙칩 핫 볶음고추장맛	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5141/de55131fbedcdaab919f54ad571d036c47cbd82bc6fdda63494e7599c70e.jpg	매콤한맛	감자과자
201	영양제과 UD3-감자알칩 14g	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2776/475e45a17b0567c637bd0de55ca5db771faf7c2681f6b84e316af82574d5.jpg	매콤한맛	감자과자
202	스윙칩 볶음고추장맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1161757567869317-d29ef057-b6a1-417d-8016-483c09d443ac.jpg	매콤한맛	감자과자
203	프링글스 스파이시 갈릭새우맛	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/dba1/3ddadcb01ea9ae16ef48538f9e3c023a3037260f023c06d0d869eba79b88.png	매콤한맛	감자과자
204	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec63/d2a7c65ad68c550bf8f81ef369da9fef3d4f363791e76061bc7c7bd33d56.png	매콤한맛	감자과자
205	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/135f/d184ffecfe1fec0025928e7c98cd1f92c50d6a1ec63a28eb81d3e8152c4b.jpg	매콤한맛	감자과자
206	감자알칩 110g x 12봉지 1박스	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c1a5/ed6918aad6b3db2fd6ad62eb6cabf999512602cc914f7f9581568681c80c.jpg	매콤한맛	감자과자
207	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec63/d2a7c65ad68c550bf8f81ef369da9fef3d4f363791e76061bc7c7bd33d56.png	매콤한맛	감자과자
208	프링글스 핫 앤 스파이시	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/855b/b97b5ba9366ddcc1e25d37f16916b1b3cc61855bb8c7f052b3fd234f7e1f.jpg	매콤한맛	감자과자
209	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/135f/d184ffecfe1fec0025928e7c98cd1f92c50d6a1ec63a28eb81d3e8152c4b.jpg	매콤한맛	감자과자
210	오리온 스윙칩 볶음고추장맛M(60g) x 6개	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a496/c7c4fa69a8101afb679ee75dc82adef3f63079892fe0100b2b937c9bbc69.jpg	매콤한맛	감자과자
211	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec63/d2a7c65ad68c550bf8f81ef369da9fef3d4f363791e76061bc7c7bd33d56.png	매콤한맛	감자과자
212	엘바에 칠리앤라임 감자칩	https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/82bc/d0828710830dc703afcb14b4a0c71c8f24d813166f08c398bd4a8cf6c50b.jpg	매콤한맛	감자과자
213	프링글스 스파이시 갈릭새우맛	https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/dba1/3ddadcb01ea9ae16ef48538f9e3c023a3037260f023c06d0d869eba79b88.png	매콤한맛	감자과자
214	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/135f/d184ffecfe1fec0025928e7c98cd1f92c50d6a1ec63a28eb81d3e8152c4b.jpg	매콤한맛	감자과자
215	켈로그 프링글스 매운맛	https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5af9/32b531ee67b9406c6203f0954aaf8d267e07490fc14f62d561225d56f7fd.png	매콤한맛	감자과자
216	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec63/d2a7c65ad68c550bf8f81ef369da9fef3d4f363791e76061bc7c7bd33d56.png	매콤한맛	감자과자
217	켈로그 프링글스 매운맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/135f/d184ffecfe1fec0025928e7c98cd1f92c50d6a1ec63a28eb81d3e8152c4b.jpg	매콤한맛	감자과자
218	스윙칩 핫 볶음고추장맛	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0a6e/c11b2c8d256ddf7874adde7cf5726e7fd37d8ed63ffb4e65d118e0aad240.jpg	매콤한맛	감자과자
219	신제품 오리온 마켓오 감자톡 허브솔트맛 136g x 5봉지 과자 간식 스낵	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4b7f/a5b6d3fb3ae6804afc17729d4d00a26307ded267f9f55c83fe676dc19a87.jpg	매콤한맛	감자과자
220	오리온 돌아온 썬 오리지널 273g 대용량 지퍼백	https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e8b7/6d255cd9810c58cc67f17cda3b72f2abab3cbf5cb125d98961d8e394ffa1.jpg	매콤한맛	감자과자
